id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
2651,ESGL,small_airport,Lidköping-Hovby Airport,58.4655,13.1744,200.0,EU,SE,SE-Q,Lidköping,no,ESGL,LDK,,http://www.lidkopingairport.com/,https://en.wikipedia.org/wiki/Lidk%C3%B6ping-Hovby_Airport,
2652,ESGP,medium_airport,Gothenburg City Airport,57.7747,11.8704,59.0,EU,SE,SE-Q,Gothenburg,no,ESGP,GSE,,https://www.saveflygplats.com/,https://en.wikipedia.org/wiki/Gothenburg_City_Airport,"Säve Airport, Göteborg City Airport"
2653,ESGR,medium_airport,Skövde Airport,58.45640182495117,13.972700119018556,324.0,EU,SE,SE-Q,Skövde,no,ESGR,KVB,,,,
2654,ESGT,medium_airport,Trollhättan-Vänersborg Airport,58.31809997558594,12.345000267028809,137.0,EU,SE,SE-Q,Trollhättan,yes,ESGT,THN,,,https://en.wikipedia.org/wiki/Trollh%C3%A4ttan-V%C3%A4nersborg_Airport,
2658,ESKK,medium_airport,Karlskoga Airport,59.34590148925781,14.49590015411377,400.0,EU,SE,SE-T,,no,ESKK,KSK,,,,
2659,ESKM,medium_airport,Mora Airport,60.957901,14.5114,634.0,EU,SE,SE-W,Mora,yes,ESKM,MXX,,,https://en.wikipedia.org/wiki/Mora-Siljan_Airport,
2660,ESKN,medium_airport,Stockholm Skavsta Airport,58.788601,16.912201,140.0,EU,SE,SE-D,Stockholm,yes,ESKN,NYO,,,https://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport,
2664,ESMK,medium_airport,Kristianstad Airport,55.92169952392578,14.08549976348877,76.0,EU,SE,SE-M,Kristianstad,yes,ESMK,KID,,,https://en.wikipedia.org/wiki/Kristianstad_Airport,
2666,ESMO,small_airport,Oskarshamn Airport,57.350498,16.497999,96.0,EU,SE,SE-H,,no,ESMO,OSK,,,https://en.wikipedia.org/wiki/Oskarshamn_Airport,
2668,ESMQ,medium_airport,Kalmar Airport,56.685501,16.2876,17.0,EU,SE,SE-H,Kalmar,yes,ESMQ,KLR,,,https://en.wikipedia.org/wiki/Kalmar_Airport,
2669,ESMS,large_airport,Malmö Sturup Airport,55.536305364,13.3761978149,236.0,EU,SE,SE-M,Malmö,yes,ESMS,MMX,,http://www.swedavia.com/malmo/,https://en.wikipedia.org/wiki/Malm%C3%B6_Airport,
2670,ESMT,medium_airport,Halmstad Airport,56.69110107421875,12.820199966430664,101.0,EU,SE,SE-N,Halmstad,yes,ESMT,HAD,,,https://en.wikipedia.org/wiki/Halmstad_Airport,
2672,ESMX,medium_airport,Växjö Kronoberg Airport,56.92910003662109,14.727999687194824,610.0,EU,SE,SE-G,Växjö,yes,ESMX,VXO,,,https://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport,
2675,ESND,medium_airport,Sveg Airport,62.047798,14.4229,1178.0,EU,SE,SE-Z,Sveg,yes,ESND,EVG,,,https://en.wikipedia.org/wiki/Sveg_Airport,
2676,ESNG,medium_airport,Gällivare Airport,67.13240051269531,20.814599990844727,1027.0,EU,SE,SE-BD,Gällivare,yes,ESNG,GEV,,,https://en.wikipedia.org/wiki/G%C3%A4llivare_Airport,
2677,ESNH,closed,Hudiksvall Airport,61.7681007385,17.0806999207,95.0,EU,SE,SE-X,Hudiksvall,no,ESNH,HUV,,,,
2679,ESNK,medium_airport,Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,34.0,EU,SE,SE-Y,Nyland,yes,ESNK,KRF,,,https://en.wikipedia.org/wiki/Kramfors_Airport,
2680,ESNL,medium_airport,Lycksele Airport,64.548302,18.7162,705.0,EU,SE,SE-AC,Lycksele,yes,ESNL,LYC,,,https://en.wikipedia.org/wiki/Lycksele_Airport,
2682,ESNN,medium_airport,Sundsvall-Härnösand Airport,62.528099060058594,17.443899154663086,16.0,EU,SE,SE-Y,Sundsvall/ Härnösand,yes,ESNN,SDL,,,https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport,
2683,ESNO,medium_airport,Örnsköldsvik Airport,63.40829849243164,18.989999771118164,354.0,EU,SE,SE-Y,Örnsköldsvik,yes,ESNO,OER,,,https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport,
2685,ESNQ,medium_airport,Kiruna Airport,67.821998596191,20.336799621582,1508.0,EU,SE,SE-BD,Kiruna,yes,ESNQ,KRN,,https://www.swedavia.com/kiruna/,https://en.wikipedia.org/wiki/Kiruna_Airport,
2687,ESNS,medium_airport,Skellefteå Airport,64.62480163574219,21.07690048217773,157.0,EU,SE,SE-AC,Skellefteå,yes,ESNS,SFT,,,https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport,
2689,ESNU,medium_airport,Umeå Airport,63.791801452637,20.282800674438,24.0,EU,SE,SE-AC,Umeå,yes,ESNU,UME,,https://www.swedavia.com/umea/,https://en.wikipedia.org/wiki/Ume%C3%A5_Airport,
2690,ESNV,medium_airport,Vilhelmina South Lapland Airport,64.579102,16.833599,1140.0,EU,SE,SE-AC,Vilhelmina,yes,ESNV,VHM,,,https://en.wikipedia.org/wiki/Vilhelmina_Airport,
2691,ESNX,medium_airport,Arvidsjaur Airport,65.59030151367188,19.28190040588379,1245.0,EU,SE,SE-BD,Arvidsjaur,yes,ESNX,AJR,,,https://en.wikipedia.org/wiki/Arvidsjaur_Airport,
2692,ESNY,medium_airport,Söderhamn Airport,61.26150131225586,17.09910011291504,88.0,EU,SE,SE-X,Söderhamn,no,ESNY,SOO,,,,
29358,ESNZ,medium_airport,Åre Östersund Airport,63.194400787354,14.50030040741,1233.0,EU,SE,SE-Z,Östersund,yes,ESNZ,OSD,,https://www.swedavia.com/ostersund/,https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport,"F4 Frösön Air Base, ESPC"
2693,ESOE,medium_airport,Örebro Airport,59.22370147705078,15.038000106811523,188.0,EU,SE,SE-T,Örebro,yes,ESOE,ORB,,,https://en.wikipedia.org/wiki/%C3%96rebro_Airport,
2694,ESOH,medium_airport,Hagfors Airport,60.0201,13.5789,474.0,EU,SE,SE-S,Råda,yes,ESOH,HFS,,,https://en.wikipedia.org/wiki/Hagfors_Airport,
2695,ESOK,medium_airport,Karlstad Airport,59.4446983337,13.3374004364,352.0,EU,SE,SE-S,Karlstad,yes,ESOK,KSD,,,https://en.wikipedia.org/wiki/Karlstad_Airport,
2696,ESOW,medium_airport,Stockholm Västerås Airport,59.58940124511719,16.63360023498535,21.0,EU,SE,SE-U,Stockholm / Västerås,yes,ESOW,VST,,,https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport,
2697,ESPA,large_airport,Luleå Airport,65.543800354004,22.121999740601,65.0,EU,SE,SE-BD,Luleå,yes,ESPA,LLA,,https://www.swedavia.com/lulea/,https://en.wikipedia.org/wiki/Lule%C3%A5_Airport,Kallax Air Base
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.651901245117,17.918600082397,137.0,EU,SE,SE-AB,Stockholm,yes,ESSA,ARN,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
2702,ESSB,medium_airport,Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,47.0,EU,SE,SE-AB,Stockholm,yes,ESSB,BMA,,,https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport,
2703,ESSD,medium_airport,Dala Airport,60.422001,15.5152,503.0,EU,SE,SE-W,Borlange,yes,ESSD,BLE,,https://www.dalaflyget.se/,https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport,
2704,ESSF,small_airport,Hultsfred Airport,57.525799,15.8233,366.0,EU,SE,SE-H,,no,ESSF,HLF,,http://www.hultsfredairport.se/,https://en.wikipedia.org/wiki/Hultsfred_Airport,
2705,ESSK,medium_airport,Gävle Sandviken Airport,60.593299865722656,16.951400756835938,224.0,EU,SE,SE-X,Gävle / Sandviken,no,ESSK,GVX,,,,
2706,ESSL,medium_airport,Linköping City Airport,58.4062004089,15.6805000305,172.0,EU,SE,SE-E,Linköping,yes,ESSL,LPI,,http://www.linkopingsflygplats.se/,https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport,
2707,ESSP,medium_airport,Norrköping Airport,58.58629989624024,16.250600814819336,32.0,EU,SE,SE-E,Norrköping,yes,ESSP,NRK,,,https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,Kungsangen
2708,ESST,medium_airport,Torsby Airport,60.1576,12.9913,393.0,EU,SE,SE-S,Torsby,yes,ESST,TYF,,http://www.torsbyflygplats.se,https://en.wikipedia.org/wiki/Torsby_Airport,
2709,ESSU,medium_airport,Eskilstuna Airport,59.35110092163086,16.70840072631836,139.0,EU,SE,SE-D,Eskilstuna,no,ESSU,EKT,,,,
2710,ESSV,medium_airport,Visby Airport,57.662799835205,18.346200942993,164.0,EU,SE,SE-I,Visby,yes,ESSV,VBY,,https://www.swedavia.com/visby/,https://en.wikipedia.org/wiki/Visby_Airport,
29369,ESSW,small_airport,Västervik Airport,57.77999877929688,16.52359962463379,,EU,SE,SE-H,Västervik,no,ESSW,VVK,,,,
2711,ESTA,medium_airport,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,68.0,EU,SE,SE-M,Ängelholm,yes,ESTA,AGH,,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport,"ESDB, Ängelholm Air Base"
2713,ESUD,medium_airport,Storuman Airport,64.960899,17.6966,915.0,EU,SE,SE-AC,Storuman,yes,ESUD,SQO,,,https://en.wikipedia.org/wiki/Storuman_Airport,
29375,ESUE,small_airport,Idre Airport,61.86970138549805,12.68939971923828,,EU,SE,SE-W,Idre,no,ESUE,IDB,,,,
2715,ESUP,medium_airport,Pajala Airport,67.24559783935547,23.06889915466309,542.0,EU,SE,SE-BD,,no,ESUP,PJA,,,https://en.wikipedia.org/wiki/Pajala_Airport,
2716,ESUT,medium_airport,Hemavan Airport,65.806099,15.0828,1503.0,EU,SE,SE-AC,Hemavan,yes,ESUT,HMV,,,https://en.wikipedia.org/wiki/Hemavan_Airport,
2717,ETAD,medium_airport,Spangdahlem Air Base,49.9726982117,6.69250011444,1197.0,EU,DE,DE-RP,Trier,no,ETAD,SPM,,http://www.spangdahlem.af.mil/,https://en.wikipedia.org/wiki/Spangdahlem_Air_Base,
2718,ETAR,medium_airport,Ramstein Air Base,49.436901,7.60028,776.0,EU,DE,DE-RP,Ramstein,no,ETAR,RMS,,http://www.ramstein.af.mil/,https://en.wikipedia.org/wiki/Ramstein_Air_Base,Landstuhl Air Base
314608,ETAS,closed,Sembach Air Base,49.507,7.866,1050.0,EU,DE,DE-RP,Sembach,no,ETAS,SEX,,,https://en.wikipedia.org/wiki/Sembach_Kaserne,
2724,ETHF,medium_airport,Fritzlar Army Airfield,51.1146,9.286,1345.0,EU,DE,DE-HE,Fritzlar,no,ETHF,FRZ,,,,Heeresflugplatz Fritzlar
29972,ETIK,heliport,Illesheim Air Base,49.4738998413,10.3880996704,1079.0,EU,DE,DE-BY,Storck Barracks,no,ETIK,ILH,,,https://en.wikipedia.org/wiki/Storck_Barracks,
2733,ETIN,small_airport,Flugplatz Kitzingen,49.743099,10.2006,689.0,EU,DE,DE-BY,Kitzingen,no,EDGY,KZG,,https://www.flugplatz-kitzingen.de/,https://en.wikipedia.org/wiki/Kitzingen_Airport,"ETIN, EDIN, Kitzingen AAF"
2734,ETMN,medium_airport,Nordholz Naval Airbase,53.7677001953,8.658499717709999,74.0,EU,DE,DE-NI,Cuxhaven,no,ETMN,FCN,,,https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase,Fliegerhorst Nordholz
2736,ETNG,medium_airport,Geilenkirchen Air Base,50.9608,6.04242,296.0,EU,DE,DE-NW,,no,ETNG,GKE,,,,
2739,ETNL,medium_airport,Rostock-Laage Airport,53.9182014465,12.2783002853,138.0,EU,DE,DE-MV,Rostock,yes,ETNL,RLG,,,https://en.wikipedia.org/wiki/Rostock-Laage_Airport,
2741,ETNS,medium_airport,Schleswig Air Base,54.459301,9.51633,70.0,EU,DE,DE-SH,Jagel,no,ETNS,WBG,,,,
2747,ETOU,medium_airport,Wiesbaden Army Airfield,50.049800872802734,8.325400352478027,461.0,EU,DE,DE-HE,Wiesbaden,no,ETOU,WIE,,,https://en.wikipedia.org/wiki/Wiesbaden_Army_Airfield,
2751,ETSF,closed,Fürstenfeldbruck Air Base,48.205555,11.266944,1703.0,EU,DE,DE-BY,Fürstenfeldbruck,no,ETSF,FEL,,,https://en.wikipedia.org/wiki/F%C3%BCrstenfeldbruck_Air_Base,
2753,ETSI,medium_airport,Ingolstadt Manching Airport,48.7156982421875,11.534000396728516,1202.0,EU,DE,DE-BY,Manching,no,ETSI,IGS,,,https://en.wikipedia.org/wiki/Ingolstadt_Manching_Airport,
2756,ETUO,closed,Gütersloh Air Base,51.922798,8.30633,236.0,EU,DE,DE-NW,Gütersloh,no,ETUO,GUT,,,https://en.wikipedia.org/wiki/RAF_G%C3%BCtersloh,"RAF Gütersloh, Princess Royal Barracks Gütersloh"
44006,EVDA,medium_airport,Daugavpils Intrenational Airport,55.9447212219,26.6650009155,398.0,EU,LV,LV-DA,Daugavpils,no,EVDA,DGP,,,https://en.wikipedia.org/wiki/Daugavpils_International_Airport,
2757,EVLA,medium_airport,Liepāja International Airport,56.51750183105469,21.096900939941406,16.0,EU,LV,LV-LE,Liepāja,yes,EVLA,LPX,,http://www.liepaja-airport.lv/,https://en.wikipedia.org/wiki/Liep%C4%81ja_International_Airport,
2758,EVRA,large_airport,Riga International Airport,56.92359924316406,23.971099853515625,36.0,EU,LV,LV-RIX,Riga,yes,EVRA,RIX,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2759,EVVA,medium_airport,Ventspils International Airport,57.35779953,21.5442008972,19.0,EU,LV,LV-VEN,Ventspils,yes,EVVA,VNT,,http://www.airport.ventspils.lv/,https://en.wikipedia.org/wiki/Ventspils_International_Airport,
312885,EWY,closed,RAF Greenham Common,51.379,-1.281,400.0,EU,GB,GB-ENG,Berkshire,no,EGVI,EWY,,,https://en.wikipedia.org/wiki/RAF_Greenham_Common,
2760,EYKA,medium_airport,Kaunas International Airport,54.96390151977539,24.084800720214844,256.0,EU,LT,LT-KU,Kaunas,yes,EYKA,KUN,,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,https://en.wikipedia.org/wiki/Kaunas_Airport,Kauno tarptautinis Oro Uostas
2762,EYPA,medium_airport,Palanga International Airport,55.97320175170898,21.093900680541992,33.0,EU,LT,LT-KL,Palanga,yes,EYPA,PLQ,,http://www.palanga-airport.lt/,https://en.wikipedia.org/wiki/Palanga_International_Airport,
2763,EYPP,medium_airport,Panevėžys Air Base,55.729400634765625,24.46080017089844,197.0,EU,LT,LT-PN,Panevėžys,no,EYPP,PNV,,,https://en.wikipedia.org/wiki/Panev%C4%97%C5%BEys_Air_Base,"Pajuostis, Tulpė"
2764,EYSA,medium_airport,Šiauliai International Airport,55.89390182495117,23.395000457763672,443.0,EU,LT,LT-SA,Šiauliai,no,EYSA,SQQ,,http://www.airport.siauliai.lt/,https://en.wikipedia.org/wiki/%C5%A0iauliai_International_Airport,"Zokniai Airport, Zoknių oro uostas"
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648.0,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
300713,FEA,small_airport,Fetlar Airport,60.6033333333,-0.872777777778,263.0,EU,GB,GB-SCT,Fetlar Island,no,,FEA,,,,
35155,FR-JCA,heliport,Croisette Heliport,43.5359992980957,7.037360191345215,,EU,FR,FR-PAC,Cannes,yes,,JCA,,,,Palm Beach
307572,GB-0070,closed,Hoy/Longhope Airfield,58.791779,-3.216076,30.0,EU,GB,GB-SCT,Orkney Isle,no,,HOY,,,,
30935,GB-DOC,small_airport,Dornoch Airfield,57.868999,-4.023,1.0,EU,GB,GB-SCT,Dornoch,no,EGZJ,DOC,,http://www.dornochairfield.com/,,EG08
31147,GB-FLH,small_airport,Flotta Isle Airport,58.825801849365,-3.1427800655365,50.0,EU,GB,GB-SCT,Flotta Isle,no,EGZR,FLH,,,,
31199,GB-FOA,small_airport,Foula Airfield,60.121725,-2.053202,150.0,EU,GB,GB-SCT,Foula,yes,EGFO,FOA,,,https://en.wikipedia.org/wiki/Foula_Airfield,
35156,GB-OUK,medium_airport,Outer Skerries Airport,60.4252,-0.75,76.0,EU,GB,GB-SCT,Grunay Island,yes,EGOU,OUK,,,,"Out Skerries, Housay, Bruray, Grunay"
32175,GB-PSV,small_airport,Papa Stour Airport,60.321701,-1.69306,,EU,GB,GB-SCT,Papa Stour Island,yes,EGSZ,PSV,,,,
3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85.0,EU,ES,ES-CN,Fuerteventura Island,yes,GCFV,FUE,,,https://en.wikipedia.org/wiki/El_Matorral_Airport,
3078,GCGM,small_airport,La Gomera Airport,28.029600143432617,-17.214599609375,716.0,EU,ES,ES-CN,"Alajero, La Gomera Island",yes,GCGM,GMZ,,,,
3079,GCHI,medium_airport,Hierro Airport,27.81480026245117,-17.887100219726562,103.0,EU,ES,ES-CN,El Hierro Island,yes,GCHI,VDE,,,https://en.wikipedia.org/wiki/El_Hierro_Airport,
3080,GCLA,medium_airport,La Palma Airport,28.626499,-17.7556,107.0,EU,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",yes,GCLA,SPC,,,https://en.wikipedia.org/wiki/La_Palma_Airport,
3081,GCLP,large_airport,Gran Canaria Airport,27.931900024414062,-15.38659954071045,78.0,EU,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,,http://www.aena.es/csee/Satellite?pagename=subHome&Language=EN_GB&c=Page&SiteName=LPA&cid=1048858940184,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport"
3082,GCRR,large_airport,Lanzarote Airport,28.945499,-13.6052,46.0,EU,ES,ES-CN,Lanzarote Island,yes,GCRR,ACE,,http://www.aena.es/en/lanzarote-airport/index.html,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
3083,GCTS,large_airport,Tenerife South Airport,28.0445,-16.5725,209.0,EU,ES,ES-CN,Tenerife,yes,GCTS,TFS,,,https://en.wikipedia.org/wiki/Tenerife_South_Airport,"Canary Islands, Reina Sofía, TCI"
3084,GCXO,large_airport,Tenerife Norte Airport,28.4827,-16.341499,2076.0,EU,ES,ES-CN,Tenerife,yes,GCXO,TFN,,,https://en.wikipedia.org/wiki/Los_Rodeos_Airport,"Canary Islands, Los Rodeos, TCI"
35151,GECE,heliport,Ceuta Heliport,35.892657,-5.306321,8.0,EU,ES,ES-CE,Ceuta,yes,GECE,JCU,,http://www.aena.es/csee/Satellite?cid=1075113413724&pagename=subHome&Language=EN_GB&SiteName=JCU&c=Page,https://en.wikipedia.org/wiki/Ceuta_Heliport,GECT
